Law,Article,target,target_value,group,umap_x,umap_y,rule
Ley 47 de 1981,26,Relevance,1,color(1),5.876003,6.6958213,"binary: gray=0, color=1"
Ley 47 de 1981,27,Relevance,1,color(1),5.0304165,7.815678,"binary: gray=0, color=1"
Ley 47 de 1981,34,Relevance,1,color(1),5.674386,8.144823,"binary: gray=0, color=1"
Ley 47 de 1981,39,Relevance,1,color(1),5.407549,8.149581,"binary: gray=0, color=1"
Ley 47 de 1981,45,Relevance,1,color(1),4.012611,3.9845784,"binary: gray=0, color=1"
Ley 47 de 1981,48,Relevance,1,color(1),5.3461547,4.307919,"binary: gray=0, color=1"
Ley 47 de 1981,61,Relevance,1,color(1),4.1161547,4.111014,"binary: gray=0, color=1"
Ley 47 de 1981,69,Relevance,0,gray(0),4.3421273,5.578589,"binary: gray=0, color=1"
Ley 47 de 1981,74,Relevance,0,gray(0),4.970199,4.4066234,"binary: gray=0, color=1"
Ley 109 de 1985,8,Relevance,1,color(1),4.5381227,5.8643193,"binary: gray=0, color=1"
Ley 109 de 1985,9,Relevance,1,color(1),1.7123109,6.585607,"binary: gray=0, color=1"
Ley 109 de 1985,14,Relevance,0,gray(0),4.323407,4.5930285,"binary: gray=0, color=1"
Ley 109 de 1985,22,Relevance,1,color(1),2.1393526,6.29583,"binary: gray=0, color=1"
Ley 109 de 1985,26,Relevance,0,gray(0),1.6080948,6.005498,"binary: gray=0, color=1"
Ley 109 de 1985,28,Relevance,0,gray(0),4.8872523,4.6644764,"binary: gray=0, color=1"
Ley 109 de 1985,35,Relevance,0,gray(0),6.0927086,6.172556,"binary: gray=0, color=1"
Ley 109 de 1985,39,Relevance,1,color(1),5.229068,5.093038,"binary: gray=0, color=1"
Ley 1004 de 2005,1,Relevance,1,color(1),5.29102,7.2748766,"binary: gray=0, color=1"
Ley 1004 de 2005,2,Relevance,0,gray(0),5.6997757,4.724359,"binary: gray=0, color=1"
Ley 1004 de 2005,9,Relevance,1,color(1),3.6295815,7.7122893,"binary: gray=0, color=1"
Ley 105 de 1958,1,Relevance,0,gray(0),1.9173719,6.437555,"binary: gray=0, color=1"
Ley 105 de 1958,2,Relevance,0,gray(0),6.193125,5.511243,"binary: gray=0, color=1"
Ley 105 de 1958,9,Relevance,0,gray(0),2.033476,5.8734674,"binary: gray=0, color=1"
Ley 105 de 1958,10,Relevance,0,gray(0),2.6479409,5.263191,"binary: gray=0, color=1"
Ley 105 de 1958,18,Relevance,0,gray(0),3.340547,5.684335,"binary: gray=0, color=1"
Ley 105 de 1958,28,Relevance,1,color(1),3.9773602,7.354228,"binary: gray=0, color=1"
Ley 105 de 1958,31,Relevance,1,color(1),5.7964816,6.511912,"binary: gray=0, color=1"
Ley 105 de 1958,32,Relevance,1,color(1),4.527193,6.72381,"binary: gray=0, color=1"
Ley 105 de 1958,33,Relevance,1,color(1),4.5158978,6.354944,"binary: gray=0, color=1"
Ley 47 de 1981,2,Relevance,1,color(1),5.824207,4.710261,"binary: gray=0, color=1"
Ley 47 de 1981,7,Relevance,0,gray(0),4.7934623,7.7665668,"binary: gray=0, color=1"
Ley 47 de 1981,10,Relevance,0,gray(0),2.606993,5.5433793,"binary: gray=0, color=1"
Ley 47 de 1981,11,Relevance,0,gray(0),2.7568626,4.8353405,"binary: gray=0, color=1"
Ley 47 de 1981,15,Relevance,0,gray(0),1.9009099,5.1409087,"binary: gray=0, color=1"
Ley 47 de 1981,16,Relevance,0,gray(0),2.5840733,6.8062854,"binary: gray=0, color=1"
Ley 47 de 1981,19,Relevance,0,gray(0),6.462855,6.4774933,"binary: gray=0, color=1"
Ley 47 de 1981,30,Relevance,1,color(1),5.6060505,8.468944,"binary: gray=0, color=1"
Ley 47 de 1981,31,Relevance,1,color(1),5.569501,6.1629186,"binary: gray=0, color=1"
Ley 47 de 1981,46,Relevance,0,gray(0),2.1037414,5.6455903,"binary: gray=0, color=1"
Ley 47 de 1981,49,Relevance,0,gray(0),4.2000966,3.5211952,"binary: gray=0, color=1"
Ley 47 de 1981,51,Relevance,0,gray(0),4.4337497,3.702082,"binary: gray=0, color=1"
Ley 47 de 1981,52,Relevance,0,gray(0),1.9361866,6.0065737,"binary: gray=0, color=1"
Ley 47 de 1981,54,Relevance,0,gray(0),4.289449,3.444291,"binary: gray=0, color=1"
Ley 47 de 1981,55,Relevance,0,gray(0),4.0929995,3.7947137,"binary: gray=0, color=1"
Ley 47 de 1981,56,Relevance,1,color(1),5.38775,4.9853077,"binary: gray=0, color=1"
Ley 47 de 1981,58,Relevance,0,gray(0),4.2918706,3.6728508,"binary: gray=0, color=1"
Ley 47 de 1981,60,Relevance,1,color(1),5.5923176,7.8455057,"binary: gray=0, color=1"
Ley 47 de 1981,68,Relevance,0,gray(0),4.030289,6.091046,"binary: gray=0, color=1"
Ley 47 de 1981,70,Relevance,0,gray(0),6.0790462,6.436895,"binary: gray=0, color=1"
Ley 47 de 1981,73,Relevance,0,gray(0),2.7108564,5.640467,"binary: gray=0, color=1"
Ley 109 de 1985,5,Relevance,0,gray(0),5.9877124,5.2784367,"binary: gray=0, color=1"
Ley 109 de 1985,6,Relevance,0,gray(0),5.8850517,5.059792,"binary: gray=0, color=1"
Ley 109 de 1985,10,Relevance,1,color(1),4.2971983,5.660659,"binary: gray=0, color=1"
Ley 109 de 1985,11,Relevance,1,color(1),4.1516376,4.7392087,"binary: gray=0, color=1"
Ley 109 de 1985,21,Relevance,0,gray(0),2.0179827,6.2772503,"binary: gray=0, color=1"
Ley 109 de 1985,30,Relevance,0,gray(0),6.412586,5.646354,"binary: gray=0, color=1"
Ley 109 de 1985,32,Relevance,0,gray(0),3.5836806,4.7193127,"binary: gray=0, color=1"
Ley 109 de 1985,33,Relevance,0,gray(0),6.46024,6.267152,"binary: gray=0, color=1"
Ley 1004 de 2005,4,Relevance,0,gray(0),5.556041,7.0785713,"binary: gray=0, color=1"
Ley 1004 de 2005,5,Relevance,1,color(1),2.3403065,7.096698,"binary: gray=0, color=1"
Ley 105 de 1958,4,Relevance,0,gray(0),4.142393,7.509725,"binary: gray=0, color=1"
Ley 105 de 1958,5,Relevance,0,gray(0),3.3461576,4.3085423,"binary: gray=0, color=1"
Ley 105 de 1958,6,Relevance,0,gray(0),3.3978384,6.524804,"binary: gray=0, color=1"
Ley 105 de 1958,7,Relevance,0,gray(0),2.2832413,6.1737084,"binary: gray=0, color=1"
Ley 105 de 1958,8,Relevance,0,gray(0),2.0956624,5.921865,"binary: gray=0, color=1"
Ley 105 de 1958,12,Relevance,0,gray(0),2.785397,5.1210594,"binary: gray=0, color=1"
Ley 105 de 1958,14,Relevance,0,gray(0),2.0223374,4.966316,"binary: gray=0, color=1"
Ley 105 de 1958,15,Relevance,0,gray(0),3.1957638,6.169375,"binary: gray=0, color=1"
Ley 105 de 1958,23,Relevance,1,color(1),4.400985,7.2164583,"binary: gray=0, color=1"
Ley 105 de 1958,37,Relevance,1,color(1),5.380482,7.45236,"binary: gray=0, color=1"
Ley 47 de 1981,3,Relevance,0,gray(0),5.0990877,5.150036,"binary: gray=0, color=1"
Ley 47 de 1981,4,Relevance,0,gray(0),5.6180844,5.7643695,"binary: gray=0, color=1"
Ley 47 de 1981,5,Relevance,0,gray(0),5.2597585,5.217231,"binary: gray=0, color=1"
Ley 47 de 1981,12,Relevance,0,gray(0),2.84229,5.168891,"binary: gray=0, color=1"
Ley 47 de 1981,13,Relevance,0,gray(0),3.2070017,4.7838974,"binary: gray=0, color=1"
Ley 47 de 1981,14,Relevance,0,gray(0),3.437668,5.246118,"binary: gray=0, color=1"
Ley 47 de 1981,17,Relevance,0,gray(0),5.0579634,4.4840727,"binary: gray=0, color=1"
Ley 47 de 1981,20,Relevance,0,gray(0),6.5782814,5.873184,"binary: gray=0, color=1"
Ley 47 de 1981,24,Relevance,1,color(1),5.710839,7.664652,"binary: gray=0, color=1"
Ley 47 de 1981,29,Relevance,1,color(1),5.4966555,8.197486,"binary: gray=0, color=1"
Ley 47 de 1981,40,Relevance,1,color(1),5.499213,5.415394,"binary: gray=0, color=1"
Ley 47 de 1981,42,Relevance,1,color(1),4.5463676,4.0701523,"binary: gray=0, color=1"
Ley 47 de 1981,44,Relevance,1,color(1),4.162978,3.5757823,"binary: gray=0, color=1"
Ley 47 de 1981,62,Relevance,0,gray(0),4.4114656,3.9859107,"binary: gray=0, color=1"
Ley 47 de 1981,63,Relevance,0,gray(0),3.4312706,4.2320395,"binary: gray=0, color=1"
Ley 47 de 1981,64,Relevance,0,gray(0),4.9162936,3.9095428,"binary: gray=0, color=1"
Ley 47 de 1981,75,Relevance,0,gray(0),4.897669,5.537173,"binary: gray=0, color=1"
Ley 109 de 1985,2,Relevance,0,gray(0),4.2407107,7.0042195,"binary: gray=0, color=1"
Ley 109 de 1985,4,Relevance,0,gray(0),4.9106836,4.908576,"binary: gray=0, color=1"
Ley 109 de 1985,12,Relevance,1,color(1),3.8320866,4.3418636,"binary: gray=0, color=1"
Ley 109 de 1985,17,Relevance,1,color(1),4.57103,4.1623554,"binary: gray=0, color=1"
Ley 109 de 1985,18,Relevance,0,gray(0),4.500176,7.449625,"binary: gray=0, color=1"
Ley 109 de 1985,23,Relevance,0,gray(0),3.139789,5.0492563,"binary: gray=0, color=1"
Ley 109 de 1985,27,Relevance,0,gray(0),2.8295302,6.9082084,"binary: gray=0, color=1"
Ley 109 de 1985,29,Relevance,0,gray(0),6.1258674,5.4536405,"binary: gray=0, color=1"
Ley 109 de 1985,36,Relevance,0,gray(0),5.3048363,4.0201287,"binary: gray=0, color=1"
Ley 109 de 1985,37,Relevance,0,gray(0),3.988028,5.0553856,"binary: gray=0, color=1"
Ley 1004 de 2005,11,Relevance,0,gray(0),2.8272262,7.398744,"binary: gray=0, color=1"
Ley 105 de 1958,13,Relevance,0,gray(0),1.816444,5.213311,"binary: gray=0, color=1"
Ley 105 de 1958,16,Relevance,0,gray(0),3.433728,6.316868,"binary: gray=0, color=1"
Ley 105 de 1958,39,Relevance,0,gray(0),2.0458946,6.3851585,"binary: gray=0, color=1"
Ley 47 de 1981,1,Relevance,0,gray(0),1.7088457,6.5376353,"binary: gray=0, color=1"
Ley 47 de 1981,9,Relevance,0,gray(0),4.512443,4.9079547,"binary: gray=0, color=1"
Ley 47 de 1981,18,Relevance,0,gray(0),5.2390275,5.7788253,"binary: gray=0, color=1"
Ley 47 de 1981,21,Relevance,0,gray(0),3.5457587,5.3108053,"binary: gray=0, color=1"
Ley 47 de 1981,23,Relevance,0,gray(0),2.7909324,5.797719,"binary: gray=0, color=1"
Ley 47 de 1981,72,Relevance,0,gray(0),5.6030736,5.5041614,"binary: gray=0, color=1"
Ley 47 de 1981,76,Relevance,0,gray(0),2.621671,6.2560983,"binary: gray=0, color=1"
Ley 109 de 1985,1,Relevance,0,gray(0),3.9037967,5.4108996,"binary: gray=0, color=1"
Ley 109 de 1985,3,Relevance,0,gray(0),4.2583733,5.049735,"binary: gray=0, color=1"
Ley 109 de 1985,19,Relevance,0,gray(0),4.0470877,5.05753,"binary: gray=0, color=1"
Ley 109 de 1985,20,Relevance,0,gray(0),2.689442,5.859651,"binary: gray=0, color=1"
Ley 109 de 1985,24,Relevance,0,gray(0),3.7162101,5.083763,"binary: gray=0, color=1"
Ley 109 de 1985,25,Relevance,0,gray(0),1.9710703,5.485983,"binary: gray=0, color=1"
Ley 109 de 1985,31,Relevance,0,gray(0),5.0345464,5.6217175,"binary: gray=0, color=1"
Ley 109 de 1985,40,Relevance,0,gray(0),4.024964,5.295496,"binary: gray=0, color=1"
Ley 109 de 1985,41,Relevance,0,gray(0),2.4508991,6.3390055,"binary: gray=0, color=1"
Ley 1004 de 2005,6,Relevance,0,gray(0),3.2956438,7.6702895,"binary: gray=0, color=1"
Ley 1004 de 2005,13,Relevance,0,gray(0),2.5275526,6.4506993,"binary: gray=0, color=1"
