Law,Article,Spanish text,Relevance,Interpretability,Completeness,Differential Regime,Discretionality,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,umap_x,umap_y,Risk Score,Spanish text__phrase_reorder,Spanish text__syn_replace_10pct
Ley 1004 de 2005,7,"Adiciónase el artículo 481 del Estatuto Tributario con el siguiente literal: ""f) Las materias primas, partes, insumos y bienes terminados que se vendan desde el territorio aduanero nacional a usuarios industriales de bienes o de servicios de Zona Franca o entre estos, siempre que los mismos sean necesarios para el desarrollo del objeto social de dichos usuarios"".",1,2,1,1,0,5,,,,3.826446,7.8166,5,"""f) Las materias primas, partes, insumos y bienes terminados que se vendan desde el territorio aduanero nacional a usuarios industriales de bienes o de servicios de Zona Franca o entre estos, siempre que los mismos sean necesarios para el desarrollo del objeto social de dichos usuarios"". Adiciónase el artículo 481 del Estatuto Tributario con el siguiente literal:","Adiciónase el artículo 481 del Estatuto Tributario con el siguiente literal: ""f) Las materias primas, partes, insumos y bienes terminados que se vendan desde el territorio aduanero nacional a usuarios industriales de bienes o de servicios de Zona Franca o entre estos, siempre que los mismos sean necesarios para el desarrollo del objeto social de dichos usuarios""."
Ley 1004 de 2005,8,"Adiciónase el artículo 322 del Estatuto Tributario con el siguiente literal: ""n) A partir del 1° de enero de 2007, a los giros al exterior por parte de los usuarios de zonas francas"".",1,2,1,1,0,5,,,,2.662262,7.5450516,5,"Adiciónase el artículo 322 del Estatuto Tributario con el siguiente literal: ""n) A partir del 1° de enero de 2007, a los giros al exterior por parte de los usuarios de zonas francas"".","Adiciónase el artículo 322 del Estatuto Tributario con el siguiente literal: ""n) A partir del 1° de enero de 2007, a los giros al exterior por parte de los usuarios de zonas francas""."
Ley 105 de 1958,3,"Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de Zonas Francas, industriales y comerciales. El Gobierno determinará las áreas en donde deberán ser establecidas.",0,3,0,0,1,4,,,,6.267308,5.6041822,4,"El Gobierno determinará las áreas en donde deberán ser establecidas. Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de Zonas Francas, industriales y comerciales.","Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de Zonas Francas, industriales y comerciales. El Gobierno determinará las áreas en donde deberán ser establecidas."
Ley 105 de 1958,17,"El patrimonio de la Zona Franca Industrial y Comercial de Barranquilla estará constituido por todos los bienes muebles e inmuebles; por los auxilios en dinero destinados para tal fin por leyes y decretos; por las adquisiciones que la Zona haga a cualquier título y por los auxilios que reciba de cualesquiera entidades de derecho público, y especialmente por los siguientes bienes:
a) Los derechos de propiedad o usufructo sobre las tierras que el Estado le ceda con base en la presente Ley;
b) Los derechos de propiedad o usufructo que adquiera por su propia cuenta;
c) Los derechos, tasas y cobranzas que perciba en pago de los servicios que preste;
d) Los frutos y el valor de las ventas que perciba por concepto de los bienes adquiridos según los ordinales a) y b) que anteceden; y
e) Todos los demás bienes y derechos que adquiera de acuerdo a las leyes.",0,3,1,0,0,4,,,,2.2688692,6.6536655,4,"c) Los derechos, tasas y cobranzas que perciba en pago de los servicios que preste; d) Los frutos y el valor de las ventas que perciba por concepto de los bienes adquiridos según los ordinales a) y b) que anteceden; a) Los derechos de propiedad o usufructo sobre las tierras que el Estado le ceda con base en la presente Ley; El patrimonio de la Zona Franca Industrial y Comercial de Barranquilla estará constituido por todos los bienes muebles e inmuebles; b) Los derechos de propiedad o usufructo que adquiera por su propia cuenta; y e) Todos los demás bienes y derechos que adquiera de acuerdo a las leyes. por los auxilios en dinero destinados para tal fin por leyes y decretos; por las adquisiciones que la Zona haga a cualquier título y por los auxilios que reciba de cualesquiera entidades de derecho público, y especialmente por los siguientes bienes:","El patrimonio de la Zona Franca Industrial y Comercial de Barranquilla estará constituido por todos los bienes muebles e inmuebles; por los auxilios en dinero destinados para tal fin por leyes y decretos; por las adquisiciones que la Zona haga a cualquier título y por los auxilios que reciba de cualesquiera entidades de derecho público, y especialmente por los siguientes bienes:
a) Los derechos de propiedad o usufructo sobre las tierras que el Estado le ceda con base en la presente Ley;
b) Los derechos de propiedad o usufructo que adquiera por su propia cuenta;
c) Los derechos, tasas y cobranzas que perciba en pago de los servicios que preste;
d) Los frutos y el valor de las ventas que perciba por concepto de los bienes adquiridos según los ordinales a) y b) que anteceden; y
e) Todos los demás bienes y derechos que adquiera de acuerdo a las leyes."
Ley 105 de 1958,21,"La Zona Franca podrá realizar las siguientes operaciones, transacciones, negociaciones y actividades a saber:
a) Construir edificios para oficinas, almacenes, depósitos o talleres para uso propio o para arrendarlos a las personas naturales o jurídicas a que se refiere el artículo anterior;
b) Arrendar lotes de terrenos para que otras personas naturales o jurídicas, nacionales o extranjeras domiciliadas o no en la República, construyan edificios para los fines indicados en el artículo 20;
c) Establecer servicios de agua, luz, gas, telecomunicaciones, fuerza eléctrica o cualquier otra clase de servicio público; o contratar con otras personas, naturales o jurídicas, la prestación de tales servicios;
d) Construir puertos, muelles, lugares de embarque y desembarque, estaciones ferroviarias o de carga y descarga terrestres, u otorgar concesiones o franquicias a otras personas naturales o jurídicas, nacionales o extranjeras, para la construcción y explotación de tales obras, y
e) Efectuar, y en general, toda clase de operaciones, transacciones, negociaciones y actividades propias del establecimiento y funcionamiento de Zonas Francas o incidentales a éstos.",0,3,1,0,0,4,,,,6.5928183,6.6322913,4,"b) Arrendar lotes de terrenos para que otras personas naturales o jurídicas, nacionales o extranjeras domiciliadas o no en la República, construyan edificios para los fines indicados en el artículo 20; o contratar con otras personas, naturales o jurídicas, la prestación de tales servicios; a) Construir edificios para oficinas, almacenes, depósitos o talleres para uso propio o para arrendarlos a las personas naturales o jurídicas a que se refiere el artículo anterior; c) Establecer servicios de agua, luz, gas, telecomunicaciones, fuerza eléctrica o cualquier otra clase de servicio público; d) Construir puertos, muelles, lugares de embarque y desembarque, estaciones ferroviarias o de carga y descarga terrestres, u otorgar concesiones o franquicias a otras personas naturales o jurídicas, nacionales o extranjeras, para la construcción y explotación de tales obras, y e) Efectuar, y en general, toda clase de operaciones, transacciones, negociaciones y actividades propias del establecimiento y funcionamiento de Zonas Francas o incidentales a éstos. La Zona Franca podrá realizar las siguientes operaciones, transacciones, negociaciones y actividades a saber:","La Zona Franca podrá realizar las siguientes operaciones, transacciones, negociaciones y actividades a saber:
a) Construir edificios para oficinas, almacenes, depósitos o talleres para uso propio o para arrendarlos a las personas naturales o jurídicas a que se refiere el artículo anterior;
b) Arrendar lotes de terrenos para que otras personas naturales o jurídicas, nacionales o extranjeras domiciliadas o no en la República, construyan edificios para los fines indicados en el artículo 20;
c) Establecer servicios de agua, luz, gas, telecomunicaciones, fuerza eléctrica o cualquier otra clase de servicio público; o contratar con otras personas, naturales o jurídicas, la prestación de tales servicios;
d) Construir puertos, muelles, lugares de embarque y desembarque, estaciones ferroviarias o de carga y descarga terrestres, u otorgar concesiones o franquicias a otras personas naturales o jurídicas, nacionales o extranjeras, para la construcción y explotación de tales obras, y
e) Efectuar, y en general, toda clase de operaciones, transacciones, negociaciones y actividades propias del establecimiento y funcionamiento de Zonas Francas o incidentales a éstos."
Ley 105 de 1958,30,"El Gobierno Nacional dictará las disposiciones que sean necesarias para la vigilancia de la entrada y salida de mercancías y materias primas de las Zonas Francas Industriales y Comerciales, a fin de evitar y reprimir el contrabando y toda clase de fraudes fiscales.",1,2,0,0,1,4,,,,6.0018544,7.515271,4,"El Gobierno Nacional dictará las disposiciones que sean necesarias para la vigilancia de la entrada y salida de mercancías y materias primas de las Zonas Francas Industriales y Comerciales, a fin de evitar y reprimir el contrabando y toda clase de fraudes fiscales.","El Gobierno Nacional dictará las disposiciones que sean necesarias para la vigilancia de la entrada y salida de mercancías y materias primas de las Zonas Francas Industriales y Comerciales, a fin de evitar y reprimir el contrabando y toda clase de fraudes fiscales."
Ley 105 de 1958,34,"Toda mercancía que llegue a las Zonas Francas deberá estar consignada a una persona natural o jurídica establecida dentro de dicha área o que haya obtenido autorización previa de la gerencia para poder recibir y despachar mercancías desde las zonas francas industriales y comerciales. También podrán consignarse las mercancías a la zona franca, en cuyo caso ésta servirá como agente del embarcador para los efectos del recibo y despacho de dicha mercancía. Cuando los dueños usen los servicios de la Zona como agentes, la mercancía será almacenada y manejada a órdenes del dueño respectivo, mientras no designe a otra persona que lo represente y sea aceptado por la Zona Franca. En estos casos el dueño o su representante, responderán como si fueran consignatarios, de la mercancía ante la Zona Franca.",1,2,0,0,1,4,,,,5.5665517,7.6161494,4,"En estos casos el dueño o su representante, responderán como si fueran consignatarios, de la mercancía ante la Zona Franca. Cuando los dueños usen los servicios de la Zona como agentes, la mercancía será almacenada y manejada a órdenes del dueño respectivo, mientras no designe a otra persona que lo represente y sea aceptado por la Zona Franca. Toda mercancía que llegue a las Zonas Francas deberá estar consignada a una persona natural o jurídica establecida dentro de dicha área o que haya obtenido autorización previa de la gerencia para poder recibir y despachar mercancías desde las zonas francas industriales y comerciales. También podrán consignarse las mercancías a la zona franca, en cuyo caso ésta servirá como agente del embarcador para los efectos del recibo y despacho de dicha mercancía.","Toda mercancía que llegue a las Zonas Francas deberá estar consignada a una persona natural o jurídica establecida dentro de dicha área o que haya obtenido autorización previa de la gerencia para poder recibir y despachar mercancías desde las zonas francas industriales y comerciales. También podrán consignarse las mercancías a la zona franca, en cuyo caso ésta servirá como agente del embarcador para los efectos del recibo y despacho de dicha mercancía. Cuando los dueños usen los servicios de la Zona como agentes, la mercancía será almacenada y manejada a órdenes del dueño respectivo, mientras no designe a otra persona que lo represente y sea aceptado por la Zona Franca. En estos casos el dueño o su representante, responderán como si fueran consignatarios, de la mercancía ante la Zona Franca."
Ley 47 de 1981,6," De los terrenos o áreas. Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de zonas francas. Los respectivos estatutos orgánicos de las zonas francas establecerán las áreas de jurisdicción de las mismas y sus correspondientes linderos. En las zonas francas que tengan el doble carácter de industriales y comerciales, las áreas e instalaciones destinadas a atender el desarrollo de cada una de estas actividades deberán estar físicamente separadas. No obstante lo dispuesto en el inciso anterior, respecto de los contratos válidamente celebrados entre las zonas francas que existen actualmente y sus respectivos usuarios, se respetarán las estipulaciones concernientes a las áreas y locales dados en arrendamiento, hasta la fecha de expiración de término pactado en cada contrato. Vencido dicho término, los usuarios de instalaciones de carácter comercial deberán trasladarse a las áreas destinadas exclusivamente al desarrollo de actividades comerciales, para lo cual gozarán de un derecho preferencial de asignación por parte de la respectiva zona. Las disposiciones previstas en los dos incisos precedentes, se harán constar en adiciones a todos los contratos que se encuentren en ejecución en la fecha de vigencia de la presente Ley. ",0,2,0,1,1,4,,,,5.4378786,5.834909,4,"Las disposiciones previstas en los dos incisos precedentes, se harán constar en adiciones a todos los contratos que se encuentren en ejecución en la fecha de vigencia de la presente Ley. Los respectivos estatutos orgánicos de las zonas francas establecerán las áreas de jurisdicción de las mismas y sus correspondientes linderos. Vencido dicho término, los usuarios de instalaciones de carácter comercial deberán trasladarse a las áreas destinadas exclusivamente al desarrollo de actividades comerciales, para lo cual gozarán de un derecho preferencial de asignación por parte de la respectiva zona. De los terrenos o áreas. Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de zonas francas. No obstante lo dispuesto en el inciso anterior, respecto de los contratos válidamente celebrados entre las zonas francas que existen actualmente y sus respectivos usuarios, se respetarán las estipulaciones concernientes a las áreas y locales dados en arrendamiento, hasta la fecha de expiración de término pactado en cada contrato. En las zonas francas que tengan el doble carácter de industriales y comerciales, las áreas e instalaciones destinadas a atender el desarrollo de cada una de estas actividades deberán estar físicamente separadas."," De los terrenos o áreas. Decláranse de utilidad pública los terrenos o áreas indispensables para el establecimiento de zonas francas. Los respectivos estatutos orgánicos de las zonas francas establecerán las áreas de jurisdicción de las mismas y sus correspondientes linderos. En las zonas francas que tengan el doble carácter de industriales y comerciales, las áreas e instalaciones destinadas a atender el desarrollo de cada una de estas actividades deberán estar físicamente separadas. No obstante lo dispuesto en el inciso anterior, respecto de los contratos válidamente celebrados entre las zonas francas que existen actualmente y sus respectivos usuarios, se respetarán las estipulaciones concernientes a las áreas y locales dados en arrendamiento, hasta la fecha de expiración de término pactado en cada contrato. Vencido dicho término, los usuarios de instalaciones de carácter comercial deberán trasladarse a las áreas destinadas exclusivamente al desarrollo de actividades comerciales, para lo cual gozarán de un derecho preferencial de asignación por parte de la respectiva zona. Las disposiciones previstas en los dos incisos precedentes, se harán constar en adiciones a todos los contratos que se encuentren en ejecución en la fecha de vigencia de la presente Ley. "
Ley 47 de 1981,8,"Del superávit y su destinación. Cuando en desarrollo de las operaciones de una zona franca se obtuviere superávit, éste se destinará a constituir un fondo de reserva para garantizar el pago de sus créditos y los futuros desarrollos de la entidad. Si a juicio de la Junta Directiva, la cuantía del fondo de reserva fuere suficiente al efecto anterior, el exceso del superávit, en cada período fiscal, se repartirá de la siguiente manera:     a) Un 50% para la Nación;     b) El 50% restante se destinará a la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva entidad y a la inversión en obras de infraestructura que tengan por objeto facilitar las operaciones de los usuarios;",0,3,0,0,1,4,,,,3.1020024,4.456535,4,"Si a juicio de la Junta Directiva, la cuantía del fondo de reserva fuere suficiente al efecto anterior, el exceso del superávit, en cada período fiscal, se repartirá de la siguiente manera: b) El 50% restante se destinará a la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva entidad y a la inversión en obras de infraestructura que tengan por objeto facilitar las operaciones de los usuarios; Del superávit y su destinación. a) Un 50% para la Nación; Cuando en desarrollo de las operaciones de una zona franca se obtuviere superávit, éste se destinará a constituir un fondo de reserva para garantizar el pago de sus créditos y los futuros desarrollos de la entidad.","Del superávit y su destinación. Cuando en desarrollo de las operaciones de una zona franca se obtuviere superávit, éste se destinará a constituir un fondo de reserva para garantizar el pago de sus créditos y los futuros desarrollos de la entidad. Si a juicio de la Junta Directiva, la cuantía del fondo de reserva fuere suficiente al efecto anterior, el exceso del superávit, en cada período fiscal, se repartirá de la siguiente manera:     a) Un 50% para la Nación;     b) El 50% restante se destinará a la ejecución de obras de desarrollo económico y social en el área de influencia de la respectiva entidad y a la inversión en obras de infraestructura que tengan por objeto facilitar las operaciones de los usuarios;"
Ley 47 de 1981,26,"De las operaciones. Las zonas francas comerciales tendrán por objeto promover y facilitar el comercio internacional de artículos producidos dentro o fuera del territorio nacional. Para este efecto, en las zonas francas comerciales se podrán realizar, entre otras, las siguientes operaciones:     a) Almacenar bienes o elementos de origen nacional o extranjero para su venta posterior dentro o fuera del país;     b) Importar para el mercado nacional mercancías y elementos con excepción de explosivos o materias inflamables, armas en general y cualquier otro elemento respecto del cual se establezca prohibición en los reglamentos de la respectiva entidad, salvo autorización expresa del Gobierno.  ",1,2,1,0,0,4,,,,5.876003,6.6958213,4,"a) Almacenar bienes o elementos de origen nacional o extranjero para su venta posterior dentro o fuera del país; Las zonas francas comerciales tendrán por objeto promover y facilitar el comercio internacional de artículos producidos dentro o fuera del territorio nacional. b) Importar para el mercado nacional mercancías y elementos con excepción de explosivos o materias inflamables, armas en general y cualquier otro elemento respecto del cual se establezca prohibición en los reglamentos de la respectiva entidad, salvo autorización expresa del Gobierno. De las operaciones. Para este efecto, en las zonas francas comerciales se podrán realizar, entre otras, las siguientes operaciones:","De las operaciones. Las zonas francas comerciales tendrán por objeto promover y facilitar el comercio internacional de artículos producidos dentro o fuera del territorio nacional. Para este efecto, en las zonas francas comerciales se podrán realizar, entre otras, las siguientes operaciones:     a) Almacenar bienes o elementos de origen nacional o extranjero para su venta posterior dentro o fuera del país;     b) Importar para el mercado nacional mercancías y elementos con excepción de explosivos o materias inflamables, armas en general y cualquier otro elemento respecto del cual se establezca prohibición en los reglamentos de la respectiva entidad, salvo autorización expresa del Gobierno.  "
Ley 47 de 1981,27,"De las exenciones sobre artículos y materias primas que ingresen a zona franca. Los artículos y materias primas que ingresen al área de jurisdicción de las zonas francas comerciales, procedentes del exterior, estarán exentos del pago de impuestos, gravámenes o cualquier otra contribución fiscal en favor de la Nación o de otras entidades públicas del orden nacional, mientras permanezcan dentro de dicha área. No quedan comprendidos dentro de la exención a que se refiere el presente artículo, el pago de arrendamientos, el de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la zona con sujeción a las tarifas que ésta establezca. Los artículos y elementos de producción nacional que ingresen a las zonas francas comerciales estarán sujetos al pago de todos los gravámenes y cargas impuestos por la ley para su producción y mercadeo.  ",1,1,1,1,0,4,,,,5.0304165,7.815678,4,"De las exenciones sobre artículos y materias primas que ingresen a zona franca. Los artículos y elementos de producción nacional que ingresen a las zonas francas comerciales estarán sujetos al pago de todos los gravámenes y cargas impuestos por la ley para su producción y mercadeo. No quedan comprendidos dentro de la exención a que se refiere el presente artículo, el pago de arrendamientos, el de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la zona con sujeción a las tarifas que ésta establezca. Los artículos y materias primas que ingresen al área de jurisdicción de las zonas francas comerciales, procedentes del exterior, estarán exentos del pago de impuestos, gravámenes o cualquier otra contribución fiscal en favor de la Nación o de otras entidades públicas del orden nacional, mientras permanezcan dentro de dicha área.","De las exenciones sobre artículos y materias primas que ingresen a zona franca. Los artículos y materias primas que ingresen al área de jurisdicción de las zonas francas comerciales, procedentes del exterior, estarán exentos del pago de impuestos, gravámenes o cualquier otra contribución fiscal en favor de la Nación o de otras entidades públicas del orden nacional, mientras permanezcan dentro de dicha área. No quedan comprendidos dentro de la exención a que se refiere el presente artículo, el pago de arrendamientos, el de servicios de almacenaje, custodia, estiba, acarreo o cualquier otro que se preste dentro de la zona con sujeción a las tarifas que ésta establezca. Los artículos y elementos de producción nacional que ingresen a las zonas francas comerciales estarán sujetos al pago de todos los gravámenes y cargas impuestos por la ley para su producción y mercadeo.  "
Ley 47 de 1981,34,De la destinación de los productos. Los productos manufacturados en las zonas francas industriales podrán destinarse a la exportación o su uso o consumo dentro del territorio nacional.   ,1,3,0,0,0,4,,,,5.674386,8.144823,4,De la destinación de los productos. Los productos manufacturados en las zonas francas industriales podrán destinarse a la exportación o su uso o consumo dentro del territorio nacional.,De la destinación de los productos. Los productos manufacturados en las zonas francas industriales podrán destinarse a la exportación o su uso o consumo dentro del territorio nacional.   
Ley 47 de 1981,39,"Del ingreso de productos a zonas francas industriales. El ingreso de productos de fabricación extranjera a una zona franca industrial no estará sujeto a la obtención de registro o licencia de importación, pero requerirá autorización previa de la gerencia de la respectiva zona, que la impartirá o negará conforme a los reglamentos de la entidad. La introducción de mercancías provenientes del territorio nacional a zona franca industrial no constituye exportación.   ",1,1,0,1,1,4,,,,5.407549,8.149581,4,"El ingreso de productos de fabricación extranjera a una zona franca industrial no estará sujeto a la obtención de registro o licencia de importación, pero requerirá autorización previa de la gerencia de la respectiva zona, que la impartirá o negará conforme a los reglamentos de la entidad. Del ingreso de productos a zonas francas industriales. La introducción de mercancías provenientes del territorio nacional a zona franca industrial no constituye exportación.","Del ingreso de productos a zonas francas industriales. El ingreso de productos de fabricación extranjera a una zona franca industrial no estará sujeto a la obtención de registro o licencia de importación, pero requerirá autorización previa de la gerencia de la respectiva zona, que la impartirá o negará conforme a los reglamentos de la entidad. La introducción de mercancías provenientes del territorio nacional a zona franca industrial no constituye exportación.   "
Ley 47 de 1981,45,"Del régimen de las empresas extranjeras. Las empresas extranjeras que obtengan autorización para establecerse dentro de una zona franca con el objeto de desarrollar una actividad comercial o industrial, podrán gozar de libertad cambiaria u optar por acogerse al Régimen de Control de Cambios. Cualquiera de las dos circunstancias se hará constar en el contrato que se celebre con la respectiva zona franca. El régimen de libertad cambiaria sólo operará dentro del área de la respectiva zona, para las transacciones que celebren entre si las empresas establecidas en ella o las que éstas mismas realicen con terceros en el exterior del país. Si la empresa extranjera opta por acogerse al Régimen de Control de Cambios, será indispensable que obtenga previamente el respectivo permiso del Departamento Nacional de Planeación y que registre su inversión en la Oficina de Cambios del Banco de la República. ",1,1,0,1,1,4,,,,4.012611,3.9845784,4,"Si la empresa extranjera opta por acogerse al Régimen de Control de Cambios, será indispensable que obtenga previamente el respectivo permiso del Departamento Nacional de Planeación y que registre su inversión en la Oficina de Cambios del Banco de la República. Las empresas extranjeras que obtengan autorización para establecerse dentro de una zona franca con el objeto de desarrollar una actividad comercial o industrial, podrán gozar de libertad cambiaria u optar por acogerse al Régimen de Control de Cambios. El régimen de libertad cambiaria sólo operará dentro del área de la respectiva zona, para las transacciones que celebren entre si las empresas establecidas en ella o las que éstas mismas realicen con terceros en el exterior del país. Del régimen de las empresas extranjeras. Cualquiera de las dos circunstancias se hará constar en el contrato que se celebre con la respectiva zona franca.","Del régimen de las empresas extranjeras. Las empresas extranjeras que obtengan autorización para establecerse dentro de una zona franca con el objeto de desarrollar una actividad comercial o industrial, podrán gozar de libertad cambiaria u optar por acogerse al Régimen de Control de Cambios. Cualquiera de las dos circunstancias se hará constar en el contrato que se celebre con la respectiva zona franca. El régimen de libertad cambiaria sólo operará dentro del área de la respectiva zona, para las transacciones que celebren entre si las empresas establecidas en ella o las que éstas mismas realicen con terceros en el exterior del país. Si la empresa extranjera opta por acogerse al Régimen de Control de Cambios, será indispensable que obtenga previamente el respectivo permiso del Departamento Nacional de Planeación y que registre su inversión en la Oficina de Cambios del Banco de la República. "
Ley 47 de 1981,48,"Del crédito. Las empresas extranjeras establecidas en zona franca podrán utilizar, con sujeción a las determinaciones de la Junta Monetaria, los sistemas de crédito interno y en general, los incentivos que tengan por objeto el fomento de las exportaciones o la generación de empleo, en los términos y con las condiciones establecidas por las leyes y por los reglamentos.    ",1,1,0,1,1,4,,,,5.3461547,4.307919,4,"Del crédito. Las empresas extranjeras establecidas en zona franca podrán utilizar, con sujeción a las determinaciones de la Junta Monetaria, los sistemas de crédito interno y en general, los incentivos que tengan por objeto el fomento de las exportaciones o la generación de empleo, en los términos y con las condiciones establecidas por las leyes y por los reglamentos.","Del crédito. Las empresas extranjeras establecidas en zona franca podrán utilizar, con sujeción a las determinaciones de la Junta Monetaria, los sistemas de crédito interno y en general, los incentivos que tengan por objeto el fomento de las exportaciones o la generación de empleo, en los términos y con las condiciones establecidas por las leyes y por los reglamentos.    "
Ley 47 de 1981,61,"De las sucursales o agencias. En zona franca podrán operar sucursales o agencias de empresas que tengan domicilio principal en el país fuera del área de jurisdicción de la respectiva entidad. Tales sucursales o agencias no podrán optar por el régimen de libertad cambiaria. Las empresas que operen en zona franca bajo el régimen de libertad cambiaria, no podrán tener sucursales ni agencias en el país, fuera del área de la respectiva entidad.   ",1,2,0,1,0,4,,,,4.1161547,4.111014,4,"Tales sucursales o agencias no podrán optar por el régimen de libertad cambiaria. En zona franca podrán operar sucursales o agencias de empresas que tengan domicilio principal en el país fuera del área de jurisdicción de la respectiva entidad. Las empresas que operen en zona franca bajo el régimen de libertad cambiaria, no podrán tener sucursales ni agencias en el país, fuera del área de la respectiva entidad. De las sucursales o agencias.","De las sucursales o agencias. En zona franca podrán operar sucursales o agencias de empresas que tengan domicilio principal en el país fuera del área de jurisdicción de la respectiva entidad. Tales sucursales o agencias no podrán optar por el régimen de libertad cambiaria. Las empresas que operen en zona franca bajo el régimen de libertad cambiaria, no podrán tener sucursales ni agencias en el país, fuera del área de la respectiva entidad.   "
Ley 47 de 1981,69,"De las zonas francas de carácter transitorio. Los terrenos donde se celebren ferias y exposiciones de carácter internacional podrán recibir en forma transitoria el tratamiento de zonas francas, previa autorización especial del Gobierno impartida mediante decreto en que se determinen en forma clara la delimitación del área correspondiente, el período de tiempo durante el cual se extenderá la autorización, las condiciones de operación de la zona franca transitoria y los sistemas de control aduanero que deberán aplicarse a la misma, todo con arreglo al presente estatuto y a sus reglamentos.  ",0,1,1,1,1,4,,,,4.3421273,5.578589,4,"Los terrenos donde se celebren ferias y exposiciones de carácter internacional podrán recibir en forma transitoria el tratamiento de zonas francas, previa autorización especial del Gobierno impartida mediante decreto en que se determinen en forma clara la delimitación del área correspondiente, el período de tiempo durante el cual se extenderá la autorización, las condiciones de operación de la zona franca transitoria y los sistemas de control aduanero que deberán aplicarse a la misma, todo con arreglo al presente estatuto y a sus reglamentos. De las zonas francas de carácter transitorio.","De las zonas francas de carácter transitorio. Los terrenos donde se celebren ferias y exposiciones de carácter internacional podrán recibir en forma transitoria el tratamiento de zonas francas, previa autorización especial del Gobierno impartida mediante decreto en que se determinen en forma clara la delimitación del área correspondiente, el período de tiempo durante el cual se extenderá la autorización, las condiciones de operación de la zona franca transitoria y los sistemas de control aduanero que deberán aplicarse a la misma, todo con arreglo al presente estatuto y a sus reglamentos.  "
Ley 47 de 1981,74,De las autorizaciones presupuestarias. Autorízase al Gobierno para abrir los créditos y efectuar los traslados y demás operaciones presupuestarias que sean indispensables para dar cumplimiento de la presente Ley.,0,3,0,0,1,4,,,,4.970199,4.4066234,4,De las autorizaciones presupuestarias. Autorízase al Gobierno para abrir los créditos y efectuar los traslados y demás operaciones presupuestarias que sean indispensables para dar cumplimiento de la presente Ley.,De las autorizaciones presupuestarias. Autorízase al Gobierno para abrir los créditos y efectuar los traslados y demás operaciones presupuestarias que sean indispensables para dar cumplimiento de la presente Ley.
Ley 109 de 1985,8,"DE LOS USUARIOS DE LAS ZONAS FRANCAS COMERCIALES. Son usuarios de las zonas francas comerciales las personas naturales y jurídicas que obtengan la autorización de funcionamiento según el reglamento que con ese fin se establezcan. Para este efecto, los usuarios autorizados podrán realizar de acuerdo con las disposiciones sobre la materia, las siguientes operaciones:  a) Almacenar bienes de origen nacional y extranjero para su venta, comercialización o uso posterior fuera del país.  b) Importar para el mercado nacional con el estricto cumplimiento de las formalidades legales bienes en ellas almacenados.",1,1,1,0,1,4,,,,4.5381227,5.8643193,4,"a) Almacenar bienes de origen nacional y extranjero para su venta, comercialización o uso posterior fuera del país. Para este efecto, los usuarios autorizados podrán realizar de acuerdo con las disposiciones sobre la materia, las siguientes operaciones: Son usuarios de las zonas francas comerciales las personas naturales y jurídicas que obtengan la autorización de funcionamiento según el reglamento que con ese fin se establezcan. b) Importar para el mercado nacional con el estricto cumplimiento de las formalidades legales bienes en ellas almacenados. DE LOS USUARIOS DE LAS ZONAS FRANCAS COMERCIALES.","DE LOS USUARIOS DE LAS ZONAS FRANCAS COMERCIALES. Son usuarios de las zonas francas comerciales las personas naturales y jurídicas que obtengan la autorización de funcionamiento según el reglamento que con ese fin se establezcan. Para este efecto, los usuarios autorizados podrán realizar de acuerdo con las disposiciones sobre la materia, las siguientes operaciones:  a) Almacenar bienes de origen nacional y extranjero para su venta, comercialización o uso posterior fuera del país.  b) Importar para el mercado nacional con el estricto cumplimiento de las formalidades legales bienes en ellas almacenados."
